시점,품목명,품종명,거래단위,등급,평년 평균가격(원),평균가격(원),year
202105하순,양파,조생양파,15키로,하,622.725925925925,548.888888888888,2021
202106상순,양파,조생양파,15키로,하,656.231481481481,575.888888888888,2021
202106중순,양파,조생양파,15키로,하,708.310185185185,694.625,2021
202106하순,양파,조생양파,15키로,하,703.074074074074,687.666666666666,2021
202107상순,양파,조생양파,15키로,하,692.402777777777,676.666666666666,2021
202107중순,양파,조생양파,15키로,하,726.291666666666,683.375,2021
202107하순,양파,조생양파,15키로,하,827.748148148148,735.5,2021
202108상순,양파,조생양파,15키로,하,919.952380952381,911.857142857142,2021
202108중순,양파,조생양파,15키로,하,870.467592592592,873.888888888888,2021
202108하순,양파,조생양파,15키로,하,899.374074074074,874.0,2021
202109상순,양파,조생양파,15키로,하,925.699074074074,959.666666666666,2021
202109중순,양파,조생양파,15키로,하,914.53611111111,907.857142857142,2021
202109하순,양파,조생양파,15키로,하,903.644444444444,854.833333333333,2021
202110상순,양파,조생양파,15키로,하,1010.06018518518,892.875,2021
202110중순,양파,조생양파,15키로,하,933.449074074074,900.333333333333,2021
202110하순,양파,조생양파,15키로,하,933.074074074074,937.333333333333,2021
202111상순,양파,조생양파,15키로,하,979.703703703703,907.333333333333,2021
202111중순,양파,조생양파,15키로,하,975.958333333333,908.666666666666,2021
202111하순,양파,조생양파,15키로,하,952.703703703703,855.0,2021
202112상순,양파,조생양파,15키로,하,986.458333333333,816.333333333333,2021
202112중순,양파,조생양파,15키로,하,960.249999999999,734.875,2021
202112하순,양파,조생양파,15키로,하,978.629629629629,695.1,2021
201801상순,양파,양파(햇),15키로,하,1149.125,1792.8296905693237,2018
201801중순,양파,양파(햇),15키로,하,1125.01388888888,1631.1495195810733,2018
201801하순,양파,양파(햇),15키로,하,1180.73333333333,1623.664786965342,2018
201802상순,양파,양파(햇),15키로,하,1192.2037037037,1638.286125098387,2018
201802중순,양파,양파(햇),15키로,하,1133.85648148148,1720.3570885475908,2018
201802하순,양파,양파(햇),15키로,하,1227.75396825396,1444.6031272781172,2018
201803상순,양파,양파(햇),15키로,하,1242.89814814814,1377.0167377447335,2018
201803중순,양파,양파(햇),15키로,하,1173.18518518518,1057.6318829009251,2018
201803하순,양파,양파(햇),15키로,하,1234.45555555555,1008.872331180442,2018
201804상순,양파,양파(햇),15키로,하,1276.02777777777,1013.963689994629,2018
201804중순,양파,양파(햇),15키로,하,1062.51388888888,1190.2465494499406,2018
201804하순,양파,양파(햇),15키로,하,812.444444444444,1495.0970979353017,2018
201805상순,양파,양파(햇),15키로,하,796.217592592592,1309.480080653978,2018
201805중순,양파,양파(햇),15키로,하,769.962962962962,928.1938761248632,2018
201805하순,양파,양파(햇),15키로,하,738.074074074074,866.9409131603363,2018
201806상순,양파,양파(햇),15키로,하,828.569444444444,1064.0939921650856,2018
201806중순,양파,양파(햇),15키로,하,911.421296296296,1162.2223180282615,2018
201806하순,양파,양파(햇),15키로,하,863.939814814814,1032.0227832244364,2018
201807상순,양파,양파(햇),15키로,하,904.180555555555,1092.488108628821,2018
201807중순,양파,양파(햇),15키로,하,878.629629629629,1116.4436045878792,2018
201807하순,양파,양파(햇),15키로,하,921.111111111111,1252.0391094169972,2018
201808상순,양파,양파(햇),15키로,하,995.268518518518,1426.951218422337,2018
201808중순,양파,양파(햇),15키로,하,990.555555555555,1258.9363775541656,2018
201808하순,양파,양파(햇),15키로,하,975.196296296296,1268.7666164954037,2018
201809상순,양파,양파(햇),15키로,하,996.134259259259,1237.3960133402977,2018
201809중순,양파,양파(햇),15키로,하,1024.30793650793,1197.3831549672632,2018
201809하순,양파,양파(햇),15키로,하,1012.33333333333,1124.1720261724925,2018
201810상순,양파,양파(햇),15키로,하,1048.71574074074,1265.6160662548284,2018
201810중순,양파,양파(햇),15키로,하,1019.03703703703,1109.1329355213554,2018
201810하순,양파,양파(햇),15키로,하,1011.81481481481,1118.184240079909,2018
201811상순,양파,양파(햇),15키로,하,1054.29166666666,1134.3721501557866,2018
201811중순,양파,양파(햇),15키로,하,1036.49074074074,1127.344334356717,2018
201811하순,양파,양파(햇),15키로,하,1022.22222222222,1060.917332392131,2018
201812상순,양파,양파(햇),15키로,하,1005.04166666666,1016.3135479088692,2018
201812중순,양파,양파(햇),15키로,하,977.138888888889,1089.811881559824,2018
201812하순,양파,양파(햇),15키로,하,983.333333333333,1018.2717628374028,2018
201901상순,양파,양파(햇),15키로,하,1056.36309523809,1130.8411467290964,2019
201901중순,양파,양파(햇),15키로,하,996.013888888888,912.7239781894488,2019
201901하순,양파,양파(햇),15키로,하,1019.64814814814,900.152238348264,2019
201902상순,양파,양파(햇),15키로,하,1052.62962962962,956.2355139014624,2019
201902중순,양파,양파(햇),15키로,하,1033.76388888888,1010.9610937708773,2019
201902하순,양파,양파(햇),15키로,하,1031.65873015873,929.648550071773,2019
201903상순,양파,양파(햇),15키로,하,995.898148148148,1047.0575222868447,2019
201903중순,양파,양파(햇),15키로,하,892.310185185185,1045.4256765130665,2019
201903하순,양파,양파(햇),15키로,하,909.922222222222,1194.4240746308124,2019
201904상순,양파,양파(햇),15키로,하,944.777777777777,1575.6232473853158,2019
201904중순,양파,양파(햇),15키로,하,834.069444444444,1525.318881665667,2019
201904하순,양파,양파(햇),15키로,하,812.444444444444,1142.4225893064245,2019
201905상순,양파,양파(햇),15키로,하,753.513888888888,1136.8090398446273,2019
201905중순,양파,양파(햇),15키로,하,636.166666666666,765.4662155637321,2019
201905하순,양파,양파(햇),15키로,하,600.318518518518,780.9361134991465,2019
201906상순,양파,양파(햇),15키로,하,722.194444444444,727.6726674430362,2019
201906중순,양파,양파(햇),15키로,하,807.606481481481,622.9734425974458,2019
201906하순,양파,양파(햇),15키로,하,804.407407407407,704.369909793488,2019
201907상순,양파,양파(햇),15키로,하,853.75,610.7889941532372,2019
201907중순,양파,양파(햇),15키로,하,858.444444444444,646.9942123874573,2019
201907하순,양파,양파(햇),15키로,하,917.148148148148,668.4040289394222,2019
201908상순,양파,양파(햇),15키로,하,1016.70833333333,843.4031697193641,2019
201908중순,양파,양파(햇),15키로,하,949.597222222222,786.8107582847468,2019
201908하순,양파,양파(햇),15키로,하,942.829629629629,741.7718149284772,2019
201909상순,양파,양파(햇),15키로,하,960.425925925926,776.4322191635194,2019
201909중순,양파,양파(햇),15키로,하,963.466666666666,844.158481191797,2019
201909하순,양파,양파(햇),15키로,하,935.199999999999,773.886539756426,2019
201910상순,양파,양파(햇),15키로,하,1016.27129629629,704.7833107228436,2019
201910중순,양파,양파(햇),15키로,하,947.703703703703,798.9516908416543,2019
201910하순,양파,양파(햇),15키로,하,933.074074074074,818.6904973212718,2019
201911상순,양파,양파(햇),15키로,하,979.703703703703,829.6956652196297,2019
201911중순,양파,양파(햇),15키로,하,975.958333333333,903.2157568142352,2019
201911하순,양파,양파(햇),15키로,하,952.703703703703,1004.8688695487728,2019
201912상순,양파,양파(햇),15키로,하,935.5,1255.803233668512,2019
201912중순,양파,양파(햇),15키로,하,949.472222222222,1140.4643743778909,2019
201912하순,양파,양파(햇),15키로,하,933.925925925926,1228.366466725393,2019
202001상순,양파,양파(햇),15키로,하,1032.5238095238,1462.283010632876,2020
202001중순,양파,양파(햇),15키로,하,940.097222222222,1407.1732476441491,2020
202001하순,양파,양파(햇),15키로,하,964.625925925925,1456.5202638431924,2020
202002상순,양파,양파(햇),15키로,하,1003.76296296296,1455.9327993646325,2020
202002중순,양파,양파(햇),15키로,하,1017.09722222222,1589.7223948707567,2020
202002하순,양파,양파(햇),15키로,하,1031.65873015873,2333.996373319039,2020
202003상순,양파,양파(햇),15키로,하,995.898148148148,1773.3594392799073,2020
202003중순,양파,양파(햇),15키로,하,892.310185185185,1707.9115447795853,2020
202003하순,양파,양파(햇),15키로,하,949.403703703703,1760.6528001880763,2020
202004상순,양파,양파(햇),15키로,하,1064.28703703703,1694.334587941748,2020
202004중순,양파,양파(햇),15키로,하,923.0,1544.8357571200518,2020
202004하순,양파,양파(햇),15키로,하,812.444444444444,1425.4064044231593,2020
202005상순,양파,양파(햇),15키로,하,788.810185185185,1341.3772260454243,2020
202005중순,양파,양파(햇),15키로,하,636.166666666666,1338.7227569200784,2020
202005하순,양파,양파(햇),15키로,하,600.318518518518,1110.6995074641825,2020
202006상순,양파,양파(햇),15키로,하,722.194444444444,960.8307916004204,2020
202006중순,양파,양파(햇),15키로,하,807.606481481481,1094.5115973883044,2020
202006하순,양파,양파(햇),15키로,하,804.407407407407,8965.5,2020
202007상순,양파,양파(햇),15키로,하,853.75,6924.22222222222,2020
202007중순,양파,양파(햇),15키로,하,858.444444444444,8618.75,2020
202007하순,양파,양파(햇),15키로,하,917.148148148147,10438.2,2020
202008상순,양파,양파(햇),15키로,하,1016.70833333333,10279.5714285714,2020
202008중순,양파,양파(햇),15키로,하,949.597222222222,10420.4444444444,2020
202008하순,양파,양파(햇),15키로,하,942.829629629629,11727.0,2020
202009상순,양파,양파(햇),15키로,하,960.425925925926,12386.7777777777,2020
202009중순,양파,양파(햇),15키로,하,963.466666666666,13567.75,2020
202009하순,양파,양파(햇),15키로,하,935.199999999999,13970.4444444444,2020
202010상순,양파,양파(햇),15키로,하,1016.27129629629,17018.3333333333,2020
202010중순,양파,양파(햇),15키로,하,947.703703703703,15489.75,2020
202010하순,양파,양파(햇),15키로,하,933.074074074073,15484.7,2020
202011상순,양파,양파(햇),15키로,하,979.703703703703,17597.75,2020
202011중순,양파,양파(햇),15키로,하,975.958333333333,16128.8888888888,2020
202011하순,양파,양파(햇),15키로,하,952.703703703703,14813.25,2020
202012상순,양파,양파(햇),15키로,하,986.458333333333,16227.4444444444,2020
202012중순,양파,양파(햇),15키로,하,960.249999999999,15451.625,2020
202012하순,양파,양파(햇),15키로,하,978.629629629629,16747.3,2020
202101상순,양파,양파(햇),15키로,하,1103.04761904761,20281.1666666666,2021
202101중순,양파,양파(햇),15키로,하,1045.30555555555,21955.7777777777,2021
202101하순,양파,양파(햇),15키로,하,1083.00925925925,21276.3333333333,2021
202102상순,양파,양파(햇),15키로,하,1110.08796296296,22578.8888888888,2021
202102중순,양파,양파(햇),15키로,하,1139.68981481481,25597.0,2021
202102하순,양파,양파(햇),15키로,하,1254.67261904761,27412.6666666666,2021
202103상순,양파,양파(햇),15키로,하,1127.48148148148,23889.7777777777,2021
202103중순,양파,양파(햇),15키로,하,1032.5324074074,23586.2222222222,2021
202103하순,양파,양파(햇),15키로,하,1092.47777777777,17156.5555555555,2021
202104상순,양파,양파(햇),15키로,하,1150.69444444444,14740.6666666666,2021
202104중순,양파,양파(햇),15키로,하,998.449074074074,10163.0,2021
202104하순,양파,양파(햇),15키로,하,837.37037037037,8589.77777777777,2021
202105상순,양파,양파(햇),15키로,하,805.935185185185,8391.625,2021
202105중순,양파,양파(햇),15키로,하,669.388888888888,6657.77777777777,2021
202105하순,양파,양파(햇),15키로,하,622.725925925925,6352.66666666666,2021
202106상순,양파,양파(햇),15키로,하,656.231481481481,7092.11111111111,2021
202106중순,양파,양파(햇),15키로,하,708.310185185185,8989.0,2021
202106하순,양파,양파(햇),15키로,하,703.074074074074,8299.66666666666,2021
202107상순,양파,양파(햇),15키로,하,692.402777777777,7405.44444444444,2021
202107중순,양파,양파(햇),15키로,하,726.291666666666,6421.625,2021
202107하순,양파,양파(햇),15키로,하,827.748148148148,7139.6,2021
202108상순,양파,양파(햇),15키로,하,919.952380952381,9730.71428571428,2021
202108중순,양파,양파(햇),15키로,하,870.467592592592,10275.2222222222,2021
202108하순,양파,양파(햇),15키로,하,899.374074074074,11010.1111111111,2021
202109상순,양파,양파(햇),15키로,하,925.699074074074,12579.1111111111,2021
202109중순,양파,양파(햇),15키로,하,914.53611111111,11522.4285714285,2021
202109하순,양파,양파(햇),15키로,하,903.644444444444,10906.3333333333,2021
202110상순,양파,양파(햇),15키로,하,1010.06018518518,12406.5,2021
202110중순,양파,양파(햇),15키로,하,933.449074074074,11877.2222222222,2021
202110하순,양파,양파(햇),15키로,하,933.074074074074,12894.7777777777,2021
202111상순,양파,양파(햇),15키로,하,979.703703703703,11644.6666666666,2021
202111중순,양파,양파(햇),15키로,하,975.958333333333,11998.6666666666,2021
202111하순,양파,양파(햇),15키로,하,952.703703703703,10920.375,2021
202112상순,양파,양파(햇),15키로,하,986.458333333333,10711.4444444444,2021
202112중순,양파,양파(햇),15키로,하,960.249999999999,8654.75,2021
202112하순,양파,양파(햇),15키로,하,978.629629629629,8449.7,2021
201801상순,양파,양파,20키로,상,860.439814814814,23763.0,2018
201801중순,양파,양파,20키로,상,1159.341269841265,20551.0,2018
201801하순,양파,양파,20키로,상,1093.875992063485,20116.2222222222,2018
201802상순,양파,양파,20키로,상,1006.412962962961,22820.0,2018
201802중순,양파,양파,20키로,상,1303.75396825396,21300.3333333333,2018
201802하순,양파,양파,20키로,상,1040.766203703695,19587.1428571428,2018
201803상순,양파,양파,20키로,상,1014.6164021163992,18615.4444444444,2018
201803중순,양파,양파,20키로,상,1130.6791666666654,13763.875,2018
201803하순,양파,양파,20키로,상,1273.25694444444,13305.4,2018
201804상순,양파,양파,20키로,상,1025.4962962962936,11484.25,2018
201804중순,양파,양파,20키로,상,870.263888888888,11639.8888888888,2018
201804하순,양파,양파,20키로,상,929.365740740736,16378.625,2018
201805상순,양파,양파,20키로,상,743.7962962962961,17081.3333333333,2018
201805중순,양파,양파,20키로,상,852.2731481481475,11807.125,2018
201805하순,양파,양파,20키로,상,799.266203703703,11856.8,2018
201806상순,양파,양파,20키로,상,872.0300925925919,13119.125,2018
201806중순,양파,양파,20키로,상,736.497685185185,12824.6666666666,2018
201806하순,양파,양파,20키로,상,836.80787037037,11453.5555555555,2018
201807상순,양파,양파,20키로,상,781.65509259259,12322.75,2018
201807중순,양파,양파,20키로,상,994.2384259259225,13136.4444444444,2018
201807하순,양파,양파,20키로,상,550.5416666666665,12747.1111111111,2018
201808상순,양파,양파,20키로,상,812.817129629629,14073.75,2018
201808중순,양파,양파,20키로,상,848.1597222222215,12583.0,2018
201808하순,양파,양파,20키로,상,1034.831018518517,14014.7,2018
201809상순,양파,양파,20키로,상,999.752116402113,15351.5,2018
201809중순,양파,양파,20키로,상,842.027116402116,15269.1111111111,2018
201809하순,양파,양파,20키로,상,1142.7253306878251,11715.2,2018
201810상순,양파,양파,20키로,상,1064.80092592592,17077.5555555555,2018
201810중순,양파,양파,20키로,상,1041.480092592592,12037.0,2018
201810하순,양파,양파,20키로,상,960.8472222222206,13293.6666666666,2018
201811상순,양파,양파,20키로,상,945.9930555555554,12171.3333333333,2018
201811중순,양파,양파,20키로,상,777.5624999999995,13954.0,2018
201811하순,양파,양파,20키로,상,960.4722222222216,14165.6666666666,2018
201812상순,양파,양파,20키로,상,927.8912037037026,12211.5,2018
201812중순,양파,양파,20키로,상,920.7393518518484,13666.2222222222,2018
201812하순,양파,양파,20키로,상,1016.7509920634895,13408.3333333333,2018
201901상순,양파,양파,20키로,상,932.5115740740736,14966.4285714285,2019
201901중순,양파,양파,20키로,상,1087.813822751322,11429.5,2019
201901하순,양파,양파,20키로,상,1215.812169312165,12360.6,2019
201902상순,양파,양파,20키로,상,815.004629629629,13299.8,2019
201902중순,양파,양파,20키로,상,814.1534391534385,13267.6666666666,2019
201902하순,양파,양파,20키로,상,1219.55555555555,11505.1428571428,2019
201903상순,양파,양파,20키로,상,1076.278439153435,14719.375,2019
201903중순,양파,양파,20키로,상,952.910185185185,11951.1111111111,2019
201903하순,양파,양파,20키로,상,520.194444444444,14060.4444444444,2019
201904상순,양파,양파,20키로,상,441.0657407407405,16694.4444444444,2019
201904중순,양파,양파,20키로,상,984.4305555555536,16474.3333333333,2019
201904하순,양파,양파,20키로,상,941.3495370370345,13518.125,2019
201905상순,양파,양파,20키로,상,517.3263888888885,13692.3333333333,2019
201905중순,양파,양파,20키로,상,723.6069444444436,10277.25,2019
201905하순,양파,양파,20키로,상,632.3124999999995,9466.9,2019
201906상순,양파,양파,20키로,상,428.905555555555,9273.0,2019
201906중순,양파,양파,20키로,상,883.5740740740735,7615.66666666666,2019
201906하순,양파,양파,20키로,상,812.6481481481475,7836.0,2019
201907상순,양파,양파,20키로,상,718.425925925922,6631.55555555555,2019
201907중순,양파,양파,20키로,상,885.449074074074,7549.11111111111,2019
201907하순,양파,양파,20키로,상,937.576388888887,7846.22222222222,2019
201908상순,양파,양파,20키로,상,710.1458333333326,9083.75,2019
201908중순,양파,양파,20키로,상,800.32546296296,9629.0,2019
201908하순,양파,양파,20키로,상,1014.956018518516,9802.8,2019
201909상순,양파,양파,20키로,상,953.1481481481476,9980.625,2019
201909중순,양파,양파,20키로,상,888.257407407405,10924.2857142857,2019
201909하순,양파,양파,20키로,상,898.385648148146,10186.625,2019
201910상순,양파,양파,20키로,상,857.7444444444441,9725.77777777777,2019
201910중순,양파,양파,20키로,상,817.4782407407374,10075.5,2019
201910하순,양파,양파,20키로,상,807.74074074074,10716.2,2019
201911상순,양파,양파,20키로,상,1028.7013888888864,11082.5,2019
201911중순,양파,양파,20키로,상,806.7962962962955,11275.0,2019
201911하순,양파,양파,20키로,상,862.4097222222206,12893.5555555555,2019
201912상순,양파,양파,20키로,상,1123.567129629625,15122.375,2019
201912중순,양파,양파,20키로,상,1017.25185185185,14800.2222222222,2019
201912하순,양파,양파,20키로,상,1078.212301587301,15304.2222222222,2019
202001상순,양파,양파,20키로,상,712.9106481481481,18132.2857142857,2020
202001중순,양파,양파,20키로,상,839.1833333333325,17391.25,2020
202001하순,양파,양파,20키로,상,971.930092592591,17205.875,2020
202002상순,양파,양파,20키로,상,1213.97083333333,17162.875,2020
202002중순,양파,양파,20키로,상,770.722883597883,19316.6666666666,2020
202002하순,양파,양파,20키로,상,946.970899470899,27912.875,2020
202003상순,양파,양파,20키로,상,1065.7423941798925,21521.125,2020
202003중순,양파,양파,20키로,상,1093.8824074074064,20023.5555555555,2020
202003하순,양파,양파,20키로,상,547.009259259259,20038.0,2020
202004상순,양파,양파,20키로,상,970.605555555551,19761.0,2020
202004중순,양파,양파,20키로,상,975.0370370370364,15203.25,2020
202004하순,양파,양파,20키로,상,855.9050925925925,15966.0,2020
202005상순,양파,양파,20키로,상,612.0624999999995,14005.875,2020
202005중순,양파,양파,20키로,상,758.2101851851845,13478.5555555555,2020
202005하순,양파,양파,20키로,상,685.881944444444,10266.1111111111,2020
202006상순,양파,양파,20키로,상,687.6134259259255,12228.5555555555,2020
202006중순,양파,양파,20키로,상,523.5300925925919,11976.7777777777,2020
202006하순,양파,양파,20키로,상,741.6990740740735,12768.25,2020
202007상순,양파,양파,20키로,상,737.37037037037,13264.7777777777,2020
202007중순,양파,양파,20키로,상,885.4490740740735,14414.0,2020
202007하순,양파,양파,20키로,상,748.0810185185151,15162.3,2020
202008상순,양파,양파,20키로,상,606.0902777777775,18766.8571428571,2020
202008중순,양파,양파,20키로,상,896.7504629629609,18145.3333333333,2020
202008하순,양파,양파,20키로,상,809.048611111111,17739.8888888888,2020
202009상순,양파,양파,20키로,상,1103.07407407407,18238.6666666666,2020
202009중순,양파,양파,20키로,상,865.7013888888885,19124.875,2020
202009하순,양파,양파,20키로,상,912.3777116402096,19977.3333333333,2020
202010상순,양파,양파,20키로,상,941.451851851851,21447.8333333333,2020
202010중순,양파,양파,20키로,상,885.802314814814,22917.5,2020
202010하순,양파,양파,20키로,상,888.05787037037,25470.9,2020
202011상순,양파,양파,20키로,상,1028.7013888888864,24181.0,2020
202011중순,양파,양파,20키로,상,1025.4074074074065,26547.0,2020
202011하순,양파,양파,20키로,상,870.1388888888885,25905.0,2020
202012상순,양파,양파,20키로,상,1035.2175925925894,22553.0,2020
202012중순,양파,양파,20키로,상,905.862037037035,21851.25,2020
202012하순,양파,양파,20키로,상,966.6564153439124,24599.6,2020
202101상순,양파,양파,20키로,상,1039.9634259259224,26670.8333333333,2021
202101중순,양파,양파,20키로,상,1093.02843915343,31921.2222222222,2021
202101하순,양파,양파,20키로,상,957.8749999999984,33801.4444444444,2021
202102상순,양파,양파,20키로,상,893.3124999999995,30110.1111111111,2021
202102중순,양파,양파,20키로,상,1387.03604497354,34721.8571428571,2021
202102하순,양파,양파,20키로,상,1111.840277777776,34319.0,2021
202103상순,양파,양파,20키로,상,951.9358465608424,34364.1111111111,2021
202103중순,양파,양파,20키로,상,1049.6157407407395,28530.6666666666,2021
202103하순,양파,양파,20키로,상,1009.7268518518496,28084.0,2021
202104상순,양파,양파,20키로,상,1045.463425925922,13991.374183534705,2021
202104중순,양파,양파,20키로,상,1227.152777777775,13961.294618258717,2021
202104하순,양파,양파,20키로,상,979.4675925925924,5188.3988074837935,2021
202105상순,양파,양파,20키로,상,627.0486111111105,20000.0,2021
202105중순,양파,양파,20키로,상,752.6638888888886,20000.0,2021
202105하순,양파,양파,20키로,상,828.0810185185176,10655.1111111111,2021
202106상순,양파,양파,20키로,상,601.464814814814,10911.1111111111,2021
202106중순,양파,양파,20키로,상,615.6874999999995,12239.25,2021
202106하순,양파,양파,20키로,상,11861.2685185185,9995.55555555555,2021
202107상순,양파,양파,20키로,상,12900.2175925925,9806.66666666666,2021
202107중순,양파,양파,20키로,상,13474.9629629629,10352.0,2021
202107하순,양파,양파,20키로,상,13977.2481481481,10292.1666666666,2021
202108상순,양파,양파,20키로,상,16124.4107142857,10538.1428571428,2021
202108중순,양파,양파,20키로,상,15457.2962962962,16489.2222222222,2021
202108하순,양파,양파,20키로,상,16256.6407407407,17442.0,2021
202109상순,양파,양파,20키로,상,16846.537037037,18438.8888888888,2021
202109중순,양파,양파,20키로,상,17603.5287037037,17793.4285714285,2021
202109하순,양파,양파,20키로,상,16495.0666666666,17457.0,2021
202110상순,양파,양파,20키로,상,19439.2962962962,17090.75,2021
202110중순,양파,양파,20키로,상,17636.574074074,17876.4444444444,2021
202110하순,양파,양파,20키로,상,18431.8888888888,18475.8888888888,2021
202111상순,양파,양파,20키로,상,18481.4444444444,18600.6666666666,2021
202111중순,양파,양파,20키로,상,19012.9166666666,18982.2222222222,2021
202111하순,양파,양파,20키로,상,19229.5555555555,17069.875,2021
202112상순,양파,양파,20키로,상,19133.5694444444,16180.5555555555,2021
202112중순,양파,양파,20키로,상,18524.949074074,14599.375,2021
202112하순,양파,양파,20키로,상,19522.737037037,13522.7,2021
201801상순,양파,저장양파,15키로,하,1149.125,2062.977298643602,2018
201801중순,양파,저장양파,15키로,하,1125.01388888888,1876.934796032181,2018
201801하순,양파,저장양파,15키로,하,1180.73333333333,1868.322247080157,2018
201802상순,양파,저장양파,15키로,하,1192.2037037037,1885.146761312005,2018
201802중순,양파,저장양파,15키로,하,1133.85648148148,1979.584362030092,2018
201802하순,양파,저장양파,15키로,하,1227.75396825396,1662.2791739788372,2018
201803상순,양파,저장양파,15키로,하,1242.89814814814,1584.5087153356758,2018
201803중순,양파,저장양파,15키로,하,1173.18518518518,1216.9982325836156,2018
201803하순,양파,저장양파,15키로,하,1234.45555555555,1160.891481997924,2018
201804상순,양파,저장양파,15키로,하,1276.02777777777,1166.750018203659,2018
201804중순,양파,저장양파,15키로,하,1062.51388888888,1369.5955752073494,2018
201804하순,양파,저장양파,15키로,하,812.444444444444,1720.3816896456035,2018
201805상순,양파,저장양파,15키로,하,796.217592592592,1506.7954829313965,2018
201805중순,양파,저장양파,15키로,하,769.962962962962,1068.056215968587,2018
201805하순,양파,저장양파,15키로,하,738.074074074074,997.5735188472844,2018
201806상순,양파,저장양파,15키로,하,828.569444444444,1224.4340669985868,2018
201806중순,양파,저장양파,15키로,하,911.421296296296,1337.3485895962956,2018
201806하순,양파,저장양파,15키로,하,863.939814814814,1187.5302961983582,2018
201807상순,양파,저장양파,15키로,하,904.180555555555,1257.106672761339,2018
201807중순,양파,저장양파,15키로,하,878.629629629629,1284.6718367037056,2018
201807하순,양파,저장양파,15키로,하,921.111111111111,1440.6991770205425,2018
201808상순,양파,저장양파,15키로,하,995.268518518518,1641.967435814999,2018
201808중순,양파,저장양파,15키로,하,990.555555555555,1448.635741025748,2018
201808하순,양파,저장양파,15키로,하,975.196296296296,1459.9472224691283,2018
201809상순,양파,저장양파,15키로,하,996.134259259259,1423.8496263091774,2018
201809중순,양파,저장양파,15키로,하,1024.30793650793,1377.8075404871836,2018
201809하순,양파,저장양파,15키로,하,1012.33333333333,1293.5647942262583,2018
201810상순,양파,저장양파,15키로,하,1048.71574074074,1456.3219402358343,2018
201810중순,양파,저장양파,15키로,하,1019.03703703703,1276.25957958778,2018
201810하순,양파,저장양파,15키로,하,1011.81481481481,1286.6747550646403,2018
201811상순,양파,저장양파,15키로,하,1054.29166666666,1305.301895821337,2018
201811중순,양파,저장양파,15키로,하,1036.49074074074,1297.2151129390622,2018
201811하순,양파,저장양파,15키로,하,1022.22222222222,1220.77874098988,2018
201812상순,양파,저장양파,15키로,하,1005.04166666666,1169.4539579909213,2018
201812중순,양파,저장양파,15키로,하,977.138888888889,1254.0271857814,2018
201812하순,양파,저장양파,15키로,하,983.333333333333,1171.707241146973,2018
201901상순,양파,저장양파,15키로,하,1056.36309523809,1301.238832860582,2019
201901중순,양파,저장양파,15키로,하,996.013888888888,1050.2552790357772,2019
201901하순,양파,저장양파,15키로,하,1019.64814814814,1035.7892011739243,2019
201902상순,양파,저장양파,15키로,하,1052.62962962962,1100.3232307632495,2019
201902중순,양파,저장양파,15키로,하,1033.76388888888,1163.2949840310455,2019
201902하순,양파,저장양파,15키로,하,1031.65873015873,1069.730083455939,2019
201903상순,양파,저장양파,15키로,하,995.898148148148,1204.8305035409355,2019
201903중순,양파,저장양파,15키로,하,892.310185185185,1202.9527675775585,2019
201903하순,양파,저장양파,15키로,하,909.922222222222,1374.4025792735938,2019
201904상순,양파,저장양파,15키로,하,944.777777777777,1813.041700318345,2019
201904중순,양파,저장양파,15키로,하,834.069444444444,1755.1573596873363,2019
201904하순,양파,저장양파,15키로,하,812.444444444444,1314.5653932406617,2019
201905상순,양파,저장양파,15키로,하,753.513888888888,1308.105981526645,2019
201905중순,양파,저장양파,15키로,하,636.166666666666,880.8083857006765,2019
201905하순,양파,저장양파,15키로,하,600.318518518518,898.6093226334863,2019
201906상순,양파,저장양파,15키로,하,722.194444444444,837.3200207888754,2019
201906중순,양파,저장양파,15키로,하,807.606481481481,716.8444813786341,2019
201906하순,양파,저장양파,15키로,하,804.407407407407,810.505951231858,2019
201907상순,양파,저장양파,15키로,하,853.75,702.8240528520887,2019
201907중순,양파,저장양파,15키로,하,858.444444444444,744.4847547595383,2019
201907하순,양파,저장양파,15키로,하,917.148148148148,769.1206505990375,2019
201908상순,양파,저장양파,15키로,하,1016.70833333333,970.4890553115408,2019
201908중순,양파,저장양파,15키로,하,949.597222222222,905.369172101642,2019
201908하순,양파,저장양파,15키로,하,942.829629629629,853.5436595124488,2019
201909상순,양파,저장양파,15키로,하,960.425925925926,893.4267713745669,2019
201909중순,양파,저장양파,15키로,하,963.466666666666,971.358178814588,2019
201909하순,양파,저장양파,15키로,하,935.199999999999,890.4975032716995,2019
201910상순,양파,저장양파,15키로,하,1016.27129629629,810.9816443425785,2019
201910중순,양파,저장양파,15키로,하,947.703703703703,919.3395276691634,2019
201910하순,양파,저장양파,15키로,하,933.074074074074,942.0526218821664,2019
201911상순,양파,저장양파,15키로,하,979.703703703703,954.7160732191778,2019
201911중순,양파,저장양파,15키로,하,975.958333333333,1039.3143374891688,2019
201911하순,양파,저장양파,15키로,하,952.703703703703,1156.2847697677728,2019
201912상순,양파,저장양파,15키로,하,935.5,1445.030487976065,2019
201912중순,양파,저장양파,15키로,하,949.472222222222,1312.31211008461,2019
201912하순,양파,저장양파,15키로,하,933.925925925926,1413.459487311827,2019
202001상순,양파,저장양파,15키로,하,1032.5238095238,1682.623101902048,2020
